"zona","state","municipio","head","hotel"
"8","Cancun","Cancun","Playa del Carmen","siesta fiesta hotel"
"8","Cancun","Cancun","Playa del Carmen","SOHO Playa Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Solea Condos Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Soul Beach Luxury Boutique Hotel & Spa Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Studio One Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","sunrise42 hotel"
"8","Cancun","Cancun","Playa del Carmen","Sunset Fishermen Beach Resort Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Sunset Princess"
"8","Cancun","Cancun","Playa del Carmen","The Carmen Hotel"
"8","Cancun","Cancun","Playa del Carmen","The Elements Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","The Fives Downtown Hotel & Residences Playa del Carmen"
"8","Cancun","Cancun","Playa del Carmen","The Hybrid Studios"
"8","Cancun","Cancun","Playa del Carmen","The Palm At Playa - Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","The Reef 28 Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","The Reef Coco Beach Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","The Reef Playacar"
"8","Cancun","Cancun","Playa del Carmen","The Royal Haciendas"
"8","Cancun","Cancun","Playa del Carmen","The Royal Palms Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","The Shore at 46th Hotel"
"8","Cancun","Cancun","Playa del Carmen","The St. Martin Boutique Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","The Yak Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Thompson Beach House -Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Thompson Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Treetops Hotel Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Tribeca Playa Del Carmen"
"8","Cancun","Cancun","Playa del Carmen","Unic Design Hotel"
"8","Cancun","Cancun","Playa del Carmen","V38 Luxe Apartments Playa Del Carmen"
"9","Cancun","Cancun","Puerto Aventuras","Aventura Spa Palace Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Aventuras Club Marina"
"9","Cancun","Cancun","Puerto Aventuras","Aventuras Club Marina Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Barcelo Maya Beach Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Barcelo Maya Caribe Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Barcelo Maya Colonial Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Barcelo Maya Palace Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Barcelo Maya Palace Resort"
"9","Cancun","Cancun","Puerto Aventuras","Barcelo Maya Riviera Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Barcelo Maya Tropical Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Bel Air Collection Xpu Ha Riviera Maya"
"9","Cancun","Cancun","Puerto Aventuras","Catalonia Riviera Maya Resort & Spa Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Catalonia Royal Tulum Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Catalonia Yucatan Beach Resort"
"9","Cancun","Cancun","Puerto Aventuras","Chac Hal Al Condos Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Condominio Quinta Luna - Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Condominios Marina San Carlos Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Coral Maya CondoHotel Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Coral Maya Turquesa Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Dreams Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","El Dorado Seaside Suites Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Esmeralda Condo Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Gran Palladium"
"9","Cancun","Cancun","Puerto Aventuras","Grand Palladium Kantenah"
"9","Cancun","Cancun","Puerto Aventuras","Grand Palladium Riviera"
"9","Cancun","Cancun","Puerto Aventuras","Green Cinco Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Hacienda Corazon Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Hacienda Tamarika Condominiums in Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Happy Smile by the Dolphins Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Hard Rock Riviera Maya"
"9","Cancun","Cancun","Puerto Aventuras","Hidden Beach Resort Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Hotel Esencia Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Hotel La Mision Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","LM Hotel Boutique Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Omni Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Paamul Hotel & Cabanas Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Palladium Colonial"
"9","Cancun","Cancun","Puerto Aventuras","Palladium Kantenah"
"9","Cancun","Cancun","Puerto Aventuras","Palladium White Sands"
"9","Cancun","Cancun","Puerto Aventuras","Palladium Yucatan"
"9","Cancun","Cancun","Puerto Aventuras","Porto Bello Prived Residence Club"
"9","Cancun","Cancun","Puerto Aventuras","Portofino Puerto Aventuras "
"9","Cancun","Cancun","Puerto Aventuras","Private Destination Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Pueblo Escondido Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Puerta Del Mar Ii"
"9","Cancun","Cancun","Puerto Aventuras","Quinta Del Sol Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Sensimar Seaside Suites"
"9","Cancun","Cancun","Puerto Aventuras","Serena & Spa"
"9","Cancun","Cancun","Puerto Aventuras","Serenity Eco Luxury Tented Camp"
"9","Cancun","Cancun","Puerto Aventuras","Sol Maya Rental"
"9","Cancun","Cancun","Puerto Aventuras","Sunscape Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","The Royal Suites Yucatan By Palladium Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Villa Casa Del Agua Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Villa Del Caribe Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Villa Hacienda Del Mar Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Villa Miramar Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Villa Tortuga Vacation Rental"
"9","Cancun","Cancun","Puerto Aventuras","Villas del Mar 2, Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","Villas Del Mar Puerto Aventuras"
"9","Cancun","Cancun","Puerto Aventuras","KASA Hotel Riviera Maya "
"10","Cancun","Cancun","Akumal","Akumal Bay Beach & Wellness Resort Akumal"
"10","Cancun","Cancun","Akumal","Akumal Del Sol Beachfront Hotel"
"10","Cancun","Cancun","Akumal","Be Live Grand Riviera Maya Hotel Akumal"
"10","Cancun","Cancun","Akumal","Blue Sky Hotel & Restaurant"
"10","Cancun","Cancun","Akumal","Cabañas Copal"
"10","Cancun","Cancun","Akumal","Del Sol Beachfront Condos and Hotel Akumal"
"10","Cancun","Cancun","Akumal","Grand Bahia Principe Akumal "
"10","Cancun","Cancun","Akumal","Grand Bahia Principe Coba "
"10","Cancun","Cancun","Akumal","Grand Bahia Principe Tulum "
"10","Cancun","Cancun","Akumal","Grand Oasis Tulum"
"10","Cancun","Cancun","Akumal","Grand Palladium Colonial Resort & Spa"
"10","Cancun","Cancun","Akumal","Grand Palladium Kantenah Resort & Spa"
"10","Cancun","Cancun","Akumal","Grand Palladium Riviera Resort & Spa"
"10","Cancun","Cancun","Akumal","Grand Palladium White Sand Resort & Spa"
"10","Cancun","Cancun","Akumal","Grand Sirenis Riviera Maya"
"10","Cancun","Cancun","Akumal","Hacienda De La Tortuga Akumal"
"10","Cancun","Cancun","Akumal","Hotel Akumal Caribe"
"10","Cancun","Cancun","Akumal","La Buena Vida Akumal"
"10","Cancun","Cancun","Akumal","La Sirena Akumal (Condominios)"
"10","Cancun","Cancun","Akumal","Las Casitas Akumal"
"10","Cancun","Cancun","Akumal","Las Villas Akumal"
"10","Cancun","Cancun","Akumal","Luna Azul Condos Akumal"
"10","Cancun","Cancun","Akumal","Luxury Bahia Principe Sian Kaan Tulum"
"10","Cancun","Cancun","Akumal","Playa Caribe Akumal"
"10","Cancun","Cancun","Akumal","Playa Caribe Condos Akumal"
"10","Cancun","Cancun","Akumal","Posada Del Agua y Fuego"
"10","Cancun","Cancun","Akumal","Private Destination Akumal"
"10","Cancun","Cancun","Akumal","Secrets Akumal"
"10","Cancun","Cancun","Akumal","Sunscape Akumal Beach Resorts & Spa"
"10","Cancun","Cancun","Akumal","TAO Wellness Center -Akumal"
"10","Cancun","Cancun","Akumal","The Reef Condominiums Akumal"
"10","Cancun","Cancun","Akumal","TRS Yucatan Hotel Palladium"
"10","Cancun","Cancun","Akumal","Unico 20 Riviera Maya"
"10","Cancun","Cancun","Akumal","Villa bellamar Akumal"
"10","Cancun","Cancun","Akumal","Villa Soliman"
"10","Cancun","Cancun","Akumal","Villas DeRosa Akumal"
"10","Cancun","Cancun","Akumal","Vista Del Mar Akumal"
"11","Cancun","Cancun","Tulum","Casa Carolina Tulum"
"11","Cancun","Cancun","Tulum","Casa Cenote Restaurant & Hotel Tulum"
"11","Cancun","Cancun","Tulum","Casa Che Tulum"
"11","Cancun","Cancun","Tulum","Casa Cielo Akumal Lote 15"
"11","Cancun","Cancun","Tulum","Casa de Cielo Akumal"
"11","Cancun","Cancun","Tulum","CASA DE LAS CONCHAS AKUMAL"
"11","Cancun","Cancun","Tulum","Casa de Risa Chemuyil"
"11","Cancun","Cancun","Tulum","Casa Del Corazon Soliman Bay"
"11","Cancun","Cancun","Tulum","Casa del Mar Tulum"
"11","Cancun","Cancun","Tulum","Casa Elda Tulum"
"11","Cancun","Cancun","Tulum","Casa Huuh Tulum"
"11","Cancun","Cancun","Tulum","Casa KanKin Tulum"
"11","Cancun","Cancun","Tulum","Casa Los Amigos Tulum"
"11","Cancun","Cancun","Tulum","Casa Mandala Tulum"
"11","Cancun","Cancun","Tulum","Casa Panga Tulum"
"11","Cancun","Cancun","Tulum","Casa Playa Maya Soliman Bay Akumal"
"11","Cancun","Cancun","Tulum","Casa Santiago Tulum"
"11","Cancun","Cancun","Tulum","Casa Tulum"
"11","Cancun","Cancun","Tulum","Casa Xixim Tulum"
"11","Cancun","Cancun","Tulum","Central Park Tulum"
"11","Cancun","Cancun","Tulum","ALOFT TULUM"
"11","Cancun","Cancun","Tulum","Club Akumal Caribe Villas Maya"
"11","Cancun","Cancun","Tulum","Club Maeva Tulum Resorts"
"11","Cancun","Cancun","Tulum","Coco Hacienda Tulum"
"11","Cancun","Cancun","Tulum","Coco Village Tulum"
"11","Cancun","Cancun","Tulum","Condo Hotel El Vivero Tulum"
"11","Cancun","Cancun","Tulum","Condohotel Romaya Tulum"
"11","Cancun","Cancun","Tulum","Condominios La Joya"
"11","Cancun","Cancun","Tulum","Condominios Playa Blanca"
"11","Cancun","Cancun","Tulum","Corazon de Jade Tulum"
"11","Cancun","Cancun","Tulum","Cuzan Guest House"
"11","Cancun","Cancun","Tulum","Don Diego De La Selva Tulum"
"11","Cancun","Cancun","Tulum","Dreams Tulum Resort & Spa"
"11","Cancun","Cancun","Tulum","El Cedro Tulum"
"11","Cancun","Cancun","Tulum","El Jardin De Frida Tulum"
"11","Cancun","Cancun","Tulum","El Zapote Tulum"
"11","Cancun","Cancun","Tulum","Elements Tulum Boutique Hotel"
"11","Cancun","Cancun","Tulum","Esencia - Tulum"
"11","Cancun","Cancun","Tulum","Freedom Paradise"
"11","Cancun","Cancun","Tulum","Gaia Hotel Tulum"
"11","Cancun","Cancun","Tulum","Ginger Tulum"
"11","Cancun","Cancun","Tulum","Harmony Glamping Tulum"
"11","Cancun","Cancun","Tulum","Holistika Tulum"
"11","Cancun","Cancun","Tulum","Hostal Cafe Cha Cha Cha Tulum"
"11","Cancun","Cancun","Tulum","Hostal Chalupa Tulum"
"11","Cancun","Cancun","Tulum","Hostal Nativos Tulum"
"11","Cancun","Cancun","Tulum","Hostel Che Babel Tulum"
"11","Cancun","Cancun","Tulum","Hostel Che Tulum"
"11","Cancun","Cancun","Tulum","Hotel Acuario Tulum"
"11","Cancun","Cancun","Tulum","Hotel Addy Tulum"
"11","Cancun","Cancun","Tulum","Hotel Andreas Tulum"
"11","Cancun","Cancun","Tulum","Hotel Biwa Tulum"
"11","Cancun","Cancun","Tulum","Hotel Cabanas Copal Tulum"
"11","Cancun","Cancun","Tulum","Hotel Casa Sofia Tulum"
"11","Cancun","Cancun","Tulum","Hotel Cielo Maya"
"11","Cancun","Cancun","Tulum","Hotel Kin Ha Tulum"
"11","Cancun","Cancun","Tulum","Hotel La Luna Gitana Tulum"
"11","Cancun","Cancun","Tulum","Hotel Latino Tulum"
"11","Cancun","Cancun","Tulum","Hotel Luna Maya Tulum"
"11","Cancun","Cancun","Tulum","Hotel Posada 06 Tulum"
"11","Cancun","Cancun","Tulum","Hotel Posada Luna Llena"
"11","Cancun","Cancun","Tulum","Hotel Sun Caribbean Dreams Tulum"
"11","Cancun","Cancun","Tulum","Hotel Uolis Nah Tulum"
"11","Cancun","Cancun","Tulum","Hotel Villa las Brisas Tulum"
"11","Cancun","Cancun","Tulum","Hotel Villas H2o Tulum"
"11","Cancun","Cancun","Tulum","Hotelito Tulum"
"11","Cancun","Cancun","Tulum","Howlita Tulum"
"11","Cancun","Cancun","Tulum","Humble Bumble Hostel"
"11","Cancun","Cancun","Tulum","Humble Bumble Tulum"
"11","Cancun","Cancun","Tulum","Intima Resort Tulum"
"11","Cancun","Cancun","Tulum","ITour Mexico"
"11","Cancun","Cancun","Tulum","Jashita Hotel Tulum"
"11","Cancun","Cancun","Tulum","Joy Tulum"
"11","Cancun","Cancun","Tulum","La Bahia"
"11","Cancun","Cancun","Tulum","La Coordenada Perfecta Tulum"
"11","Cancun","Cancun","Tulum","La Palmita Tulum"
"11","Cancun","Cancun","Tulum","la selva"
"11","Cancun","Cancun","Tulum","La Selva Mariposa - Tulum"
"11","Cancun","Cancun","Tulum","Las Ranitas Tulum"
"11","Cancun","Cancun","Tulum","Las Tres Palmas Hotel Tulum"
"11","Cancun","Cancun","Tulum","Live Tulum"
"11","Cancun","Cancun","Tulum","Lo Nuestro Petit Hotel Tulum"
"11","Cancun","Cancun","Tulum","Lol Ka'naab Akumal "
"11","Cancun","Cancun","Tulum","Los Amigos Condo Tulum"
"11","Cancun","Cancun","Tulum","Lucky Traveler Hostel All Inclusive Tulum"
"11","Cancun","Cancun","Tulum","Luz Tulum"
"11","Cancun","Cancun","Tulum","Lychee Tulum Hotel "
"11","Cancun","Cancun","Tulum","Maison Tulum Hotel"
"11","Cancun","Cancun","Tulum","Mak Nuk Village Tulum"
"11","Cancun","Cancun","Tulum","Mamas Home Tulum"
"11","Cancun","Cancun","Tulum","Mango Tulum Hotel"
"11","Cancun","Cancun","Tulum","Maya Cabañas & Cenote Tulum"
"11","Cancun","Cancun","Tulum","Maya Pax"
"11","Cancun","Cancun","Tulum","Mayan House Apartaments Tulum"
"11","Cancun","Cancun","Tulum","Mestizo Gallery Boutique Hotel Tulum"
"11","Cancun","Cancun","Tulum","Mun Tulum"
"11","Cancun","Cancun","Tulum","Nah Uxibal Vacation Rentals and Retreat"
"11","Cancun","Cancun","Tulum","Nahil Condos Akumal"
"11","Cancun","Cancun","Tulum","Oasis Tulum"
"11","Cancun","Cancun","Tulum","Oasis Tulum Lite"
"11","Cancun","Cancun","Tulum","O'Tulum"
"11","Cancun","Cancun","Tulum","Pacha Tulum"
"11","Cancun","Cancun","Tulum","Palms Tulum Luxury Hotel"
"11","Cancun","Cancun","Tulum","PavoReal Beach Resort Tulum"
"11","Cancun","Cancun","Tulum","Pesca Maya Fishing Lodge"
"11","Cancun","Cancun","Tulum","Playa Blanca Condo Akumal"
"11","Cancun","Cancun","Tulum","Playa Roca Tulum Camping"
"11","Cancun","Cancun","Tulum","Posada 06 Tulum"
"11","Cancun","Cancun","Tulum","Posada Ecologica 2 Ceiba"
"11","Cancun","Cancun","Tulum","Posada Giana Tulum"
"11","Cancun","Cancun","Tulum","Posada Gota de Sal Tulum "
"11","Cancun","Cancun","Tulum","Posada Los Mapaches Tulum"
"11","Cancun","Cancun","Tulum","Posada Que Onda"
"11","Cancun","Cancun","Tulum","Posada Yum Kin Hotel Tulum"
"11","Cancun","Cancun","Tulum","Prana Boutique Hotel Tulum"
"11","Cancun","Cancun","Tulum","Private Destination Tulum"
"11","Cancun","Cancun","Tulum","Que Onda Akumal"
"11","Cancun","Cancun","Tulum","Saasil Tulum"
"11","Cancun","Cancun","Tulum","Secret Garden Tulum"
"11","Cancun","Cancun","Tulum","Selva Madre Condos Tulum"
"11","Cancun","Cancun","Tulum","Siete Deseos Tulum"
"11","Cancun","Cancun","Tulum","Soho Hotel & Residences"
"11","Cancun","Cancun","Tulum","Soho Villas Tulum"
"11","Cancun","Cancun","Tulum","Suites La Iguana Y La Sirena"
"11","Cancun","Cancun","Tulum","Tankah & Villas Cabanas"
"11","Cancun","Cancun","Tulum","Tankah Inn Akumal"
"11","Cancun","Cancun","Tulum","Tao Ocean Akumal"
"11","Cancun","Cancun","Tulum","TAO Recidences Akumal"
"11","Cancun","Cancun","Tulum","Teetotum Hotel Tulum"
"11","Cancun","Cancun","Tulum","The Grand Lifestyle at Grand Oasis Tulum"
"11","Cancun","Cancun","Tulum","The Green House Tulum"
"11","Cancun","Cancun","Tulum","The Highline Tulum"
"11","Cancun","Cancun","Tulum","The Sian Kaan at Grand Tulum"
"11","Cancun","Cancun","Tulum","The Strabon Tulum"
"11","Cancun","Cancun","Tulum","Tubo Tulum Hostel "
"11","Cancun","Cancun","Tulum","Tulsayab Luxury Development"
"11","Cancun","Cancun","Tulum","Tulum Art Club"
"11","Cancun","Cancun","Tulum","Tulum Inn"
"11","Cancun","Cancun","Tulum","Tulum Nah Apartments"
"11","Cancun","Cancun","Tulum","Tulumbay Tulum"
"11","Cancun","Cancun","Tulum","Turquoise Petit Hotel Tulum"
"11","Cancun","Cancun","Tulum","T'Zunun Tulum Lifestyle Condos"
"11","Cancun","Cancun","Tulum","Una Vida Tulum"
"11","Cancun","Cancun","Tulum","Vanilla Tulum"
"11","Cancun","Cancun","Tulum","Villa Amara Tulum"
"11","Cancun","Cancun","Tulum","Villa Cherie Tulum"
"11","Cancun","Cancun","Tulum","Villa Mia Akumal"
"11","Cancun","Cancun","Tulum","Villa Soliman tulum"
"11","Cancun","Cancun","Tulum","Villas Akalan Tulum"
"11","Cancun","Cancun","Tulum","Villas Arqueológicas Cobá"
"11","Cancun","Cancun","Tulum","Villas de la Hacienda Condominio Tulum"
"11","Cancun","Cancun","Tulum","Villas Flamingo Akumal"
"11","Cancun","Cancun","Tulum","Villas Geminis Boutique Condo Hotel Tulum"
"11","Cancun","Cancun","Tulum","Villas H2O Hotel Tulum"
"11","Cancun","Cancun","Tulum","Villas Nicte Tulum"
"11","Cancun","Cancun","Tulum","Wish Tulum"
"11","Cancun","Cancun","Tulum","Xio Akumal"
"11","Cancun","Cancun","Tulum","Xpu-Ha Palace"
"11","Cancun","Cancun","Tulum","Xscape Tulum"
"11","Cancun","Cancun","Tulum","Yaakunah Tulum"
"12","Cancun","Cancun"," Tulum - Boca Paila","Papaya Playa Project Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","7 Deseos Tulum"
"12","Cancun","Cancun","Boca Paila","Agua Eco Design Hotel - Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Agusto Lifestyle Glamping & Beach, Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Ahau Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Akiin Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Alaya Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Alcoba Azul Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Aldea Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Aldea Zama"
"12","Cancun","Cancun","Boca Paila","Aldea Zama Tulum"
"12","Cancun","Cancun","Boca Paila","Alma Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Aluna Hotel Tulum Aldea Zama"
"12","Cancun","Cancun","Boca Paila","Amansala Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Amorcito Corazón Tulum"
"12","Cancun","Cancun","Boca Paila","Amoreira Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Ana Y Jose Charming Hotel & Spa - Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Aqua Viva Tulum"
"12","Cancun","Cancun","Boca Paila","ArenaBlue Tulum"
"12","Cancun","Cancun","Boca Paila","Arthouse Tulum"
"12","Cancun","Cancun","Boca Paila","Artia by Moskito (Aldea Zama Tulum)"
"12","Cancun","Cancun","Boca Paila","Artia Condos Tulum"
"12","Cancun","Cancun","Boca Paila","Aura Beach Suites (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Azara Tulum Paradise"
"12","Cancun","Cancun","Boca Paila","Azucar Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Azulik Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Bambú Gran Palas Hostel Tulum"
"12","Cancun","Cancun","Boca Paila","Be Tulum"
"12","Cancun","Cancun","Boca Paila","Be Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Bejuco Hotel Tulum"
"12","Cancun","Cancun","Boca Paila","Boho Tulum"
"12","Cancun","Cancun","Boca Paila","Cabanas Copal"
"12","Cancun","Cancun","Boca Paila","Cabanas Diamante K - Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Cabanas La Luna Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Cabanas Maalix Tulum"
"12","Cancun","Cancun","Boca Paila","Cabanas My Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Cabanas Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Cabanas Yaxchen"
"12","Cancun","Cancun","Boca Paila","Cabaña Turik Planetar"
"12","Cancun","Cancun","Boca Paila","Cabañas Copal"
"12","Cancun","Cancun","Boca Paila","Cabañas La Luna, Tulum"
"12","Cancun","Cancun","Boca Paila","Cabañas Tulum Hotel"
"12","Cancun","Cancun","Boca Paila","Cabañas Zazil Kin - Tulum"
"12","Cancun","Cancun","Boca Paila","Calaluna Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Campi Chávez"
"12","Cancun","Cancun","Boca Paila","Casa Ambar Tulum"
"12","Cancun","Cancun","Boca Paila","Casa Banana Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Casa Carolina Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Casa Chic Boca Paila"
"12","Cancun","Cancun","Boca Paila","Casa Coyote Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Casa De Las Palmas - Mahayana Tulum Beach Home"
"12","Cancun","Cancun","Boca Paila","Casa De Piedra Tulum"
"12","Cancun","Cancun","Boca Paila","Casa Di Guadalupe Tulum"
"12","Cancun","Cancun","Boca Paila","Casa Dos Besos Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Casa Enrique"
"12","Cancun","Cancun","Boca Paila","Casa ganesh Tulum "
"12","Cancun","Cancun","Boca Paila","Casa Géminis"
"12","Cancun","Cancun","Boca Paila","Casa Jaguar (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Casa Malca Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Casa Malish (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Casa Mandala - Mahayana Tulum Beach Home"
"12","Cancun","Cancun","Boca Paila","Casa Mía Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Casa Mui Doida"
"12","Cancun","Cancun","Boca Paila","Casa Selva De La Luz Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Casa Tangamanga"
"12","Cancun","Cancun","Boca Paila","Casa Venus"
"12","Cancun","Cancun","Boca Paila","Casa Villa Alquimia Tulum"
"12","Cancun","Cancun","Boca Paila","Casa Violeta Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Casa Xelva Tulum (Aldea Zama)"
"12","Cancun","Cancun","Boca Paila","Casita Tortuga Tulum"
"12","Cancun","Cancun","Boca Paila","Cenote El Encanto (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Cenote Encantado (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Cenote Yaxche"
"12","Cancun","Cancun","Boca Paila","Chiringuito Tulum Hotel"
"12","Cancun","Cancun","Boca Paila","Ciel Rose Tulum"
"12","Cancun","Cancun","Boca Paila","Coco Limited Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Coco Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Coqui Coqui Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Coral Tulum Hotel Boutique"
"12","Cancun","Cancun","Boca Paila","Cormoran Boutique Hotel"
"12","Cancun","Cancun","Boca Paila","Delek Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Domicilio Particular Zona BOC"
"12","Cancun","Cancun","Boca Paila","Dos Ceibas Eco Retreat Boca Paila"
"12","Cancun","Cancun","Boca Paila","El Paraiso Hotel Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","El Pez Hotel Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","El Tabano Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Encantada Boutique Hotel Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Encantada Tulum"
"12","Cancun","Cancun","Boca Paila","Encanto Tulum (Aldea Zama Tulum)"
"12","Cancun","Cancun","Boca Paila","Gitano Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Green Tulum Cabañas & Gardens"
"12","Cancun","Cancun","Boca Paila","Habitas Tulum"
"12","Cancun","Cancun","Boca Paila","Har Roo"
"12","Cancun","Cancun","Boca Paila","Hartwood Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Hemingway Romantic Eco Resort (Boca Paila) "
"12","Cancun","Cancun","Boca Paila","Hip Hotel Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Hotel Amansala Tulum "
"12","Cancun","Cancun","Boca Paila","Hotel Amoreira (Bocapaila)"
"12","Cancun","Cancun","Boca Paila","Hotel Cabanas Los Lirios Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Hotel Manglex"
"12","Cancun","Cancun","Boca Paila","Hotel Naay aldea zama"
"12","Cancun","Cancun","Boca Paila","Hotel Tiki Tiki Tulum"
"12","Cancun","Cancun","Boca Paila","Hotel Tribal Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Hotel Tropicalito Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Hotel Tunich Tulum (Boca Paila)"
"12","Cancun","Cancun","Boca Paila","Hotel Viento Del Mar Tulum (Boca Paila)"
